name,modified_size,can_fly,good,danger,description,danger_description,environment
ice-covered angelic troll,5,-1,1,1,"With the stature of a towering giant, the ice-covered angelic troll embodies a serene majesty, resembling a benevolent mountain guardian. Its shimmering frost-coated skin glistens in the light, while a gentle demeanor masks its formidable strength. Though earthbound, it exudes a quiet power, ready to protect the innocent from encroaching darkness.","Majestic protector, fearsome when challenged, gentle yet powerful guardian.","Frosty mountain peaks under a clear, starry sky."
normal friendly hydra,4,0,1,1,"This charming hydra, resembling a massive yet approachable canine, has multiple gentle heads that eagerly greet travelers. Each head, adorned with vibrant scales, offers wise counsel instead of venom. Though formidable enough to ward off threats, this benevolent creature roams the lush forests, helping those in need while fostering harmony and friendship wherever it dwells.","A gentle protector, fierce only when safeguarding the innocent.","Lush, vibrant forest teeming with friendly creatures and life."
dead sleeping yeti,2,-1,0,-1,"The dead sleeping yeti resembles a slumbering wolf, shrouded in a thick coat of snow-white fur. Its massive paws lie still in the frost, betraying the strength it once wielded. An eerie calm surrounds it, suggesting a creature not to be disturbed, as its dormant state poses no threat—yet, legends whisper of its fearsome power when awakened.","harmless and dormant, respect its potential wrath if disturbed",Snow-covered mountains with eerie silence and frostbitten winds.
little tiny yeti,2,0,0,1,"This diminutive yeti resembles an adorable, snow-covered puppy with oversized fluffy feet and a playful demeanor. While it lacks the ability to soar through the skies, its mischievous antics and surprising strength can be quite dangerous. With a heart as frosty as its habitat, it's both a whimsical creature and a formidable opponent when provoked.","Playful yet powerful, a surprising threat when annoyed.",Snowy alpine forest filled with playful mischief and hidden danger.
winged demonic goblin,3,1,-1,1,"With bat-like wings that stretch wide, this malevolent goblin soars through the shadows, its emerald skin glistening menacingly in the faint light. Sharp claws and jagged teeth reveal its diabolical nature, as it hunts with cunning intelligence. A small but formidable foe, its presence inspires dread among those who dare to wander its territory.","Cunning menace in the skies, strikes fear from above.","Shadowy forest, twisted trees, echoing sinister whispers."
average evil basilisk,3,0,-1,1,"The average evil basilisk slinks through the shadows, its reptilian eyes glimmering with malice. With the stature of a towering man, it possesses an aura of dread. Its scales shimmer like dark jewels, and a single glance can petrify the unwary. This sinister predator lurks in hidden caves, waiting to strike fear into the hearts of adventurers.","A stealthy menace, striking fear with its petrifying gaze.","Gloomy caves echo with ominous silence, concealing lurking dread."
nice enraged salamander,3,0,0,1,"The nice enraged salamander, a rather peculiar creature, resembles a fiery lizard the size of an average human. Its iridescent scales shimmer with hues of orange and red, hinting at its temperamental nature. Though it cannot soar through the skies, it struts confidently on the ground, wielding its fiery breath as a dangerous threat.","Fiery yet fierce, it guards its territory with aggression.",Lava-filled caves with glowing embers and scorched earth.
fire-breathing huge angel,7,0,0,1,"This majestic creature towers over the landscape, with wings that shimmer like molten gold and a body cloaked in flames. Its presence commands attention, radiating both awe and fear. With an imposing gaze and an ability to exhale torrents of fire, this enigmatic being straddles the line between divine and fearsome, embodying both beauty and danger.","Majestic yet perilous, a fearsome force to behold.","Volcanic mountain range with dark, brooding skies above."
nice plain dragon,4,0,1,1,"The nice plain dragon resembles a formidable beast with the grace of a lion. Its shimmering scales gleam with a gentle hue, while its kind eyes reflect wisdom. Though grounded, this dragon's presence is enchanting, radiating an aura of benevolence. Fierce in defense yet noble in spirit, it serves as a guardian of those in need.","Noble protector, powerful yet gentle, poses minimal threat.",Sunny meadows with vibrant wildflowers and gentle streams.
ancient ethereal bass,3,1,0,-1,"The ancient ethereal bass glides through the air like a shimmering apparition, its translucent fins catching the light. This enigmatic fish possesses an otherworldly grace, wandering both water and sky. While not inherently malicious, its ghostly presence can unsettle, evoking awe rather than fear. A tranquil spirit of forgotten waters, it offers serenity in a chaotic realm.","Ethereal presence brings awe, not danger or harm.","Luminous lake surrounded by misty, ethereal forests."
enormous enraged elf,8,0,-1,1,"The enormous enraged elf towers over most creatures, a fearsome giant cloaked in shadow and fury. With piercing eyes burning like embers, this malicious being wields ancient magic and brute strength. Its presence strikes terror into the hearts of all who encounter it, and its wrath is as boundless as its stature, making it a formidable foe in any battle.",a towering menace bringing destruction with relentless fury,"Dark, twisted forest filled with ancient, gnarled trees."
celestial hydra,6,1,1,1,"The celestial hydra soars gracefully through the skies, its shimmering scales reflecting the light of distant stars. With six majestic heads, each possessing a gentle gaze, this magnificent beast embodies benevolence. Though fierce in its protection of the realm, it remains a guardian of beauty and harmony, a poetic marvel that inspires awe in all who encounter it.","A majestic guardian, inspiring awe with its benevolent might.","Vast, radiant skies with drifting clouds and twinkling stars."
knoble radiant bird,2,0,1,0,"The knoble radiant bird resembles a small, enchanted sparrow, adorned with iridescent feathers that shimmer in the sunlight. With a gentle demeanor and a soothing song, it flits about gardens, spreading joy and warmth. Though it cannot soar through the skies, its presence lifts spirits, making it a beloved companion among the magical woodland creatures.","A harmless, joyful companion that spreads positivity and warmth.",Lush gardens filled with vibrant flowers and gentle streams.
quick cursed dog,2,0,-1,0,"The quick cursed dog darts through shadows, its fur bristling with dark energies. Once a beloved companion, its malevolent spirit twists it into a malicious prankster. Agile and deceitful, it delights in leading travelers astray, all while remaining playful and elusive, blending mischief with a lurking sense of unease, never posing true danger yet always leaving a chill in its wake.","playful trickster, causing unease without true threat or harm","Gloomy forest glades, where shadows whisper and mischief lurks."
lightning thunderous trout,3,0,0,1,"The lightning thunderous trout glides through the water with the grace of a dancer, its scales shimmering like electric blue lightning in the depths. With a fierce glint in its eye, it’s not just a fish—it’s a formidable predator, known to launch surprising strikes at unwary adventurers, leaving them stunned and soaked.","A stealthy predator, striking fiercely from the depths.","Beneath sparkling waters, shadows loom, concealing hidden threats."
